phone_id,phone_number,imei,service_provider
PH_0289,+916525394346,867135564953486,Airtel
PH_0290,+919738453527,868344585985943,BSNL
PH_0291,+918461270060,869359626873365,Jio
PH_0292,+919272555625,869878292349519,BSNL
PH_0293,+919271385463,863621858811873,Vi
PH_0294,+916383604911,867813577471741,Jio
PH_0295,+919866520330,866963112824593,Airtel
PH_0296,+918879534353,868794893381247,Vi
PH_0297,+918774190383,863180319358806,Airtel
PH_0298,+916826466503,861930966868291,Jio
PH_0299,+919223624529,869841086393899,Airtel
PH_0300,+916516612288,864163380248757,Airtel
PH_0301,+917180955041,864619741559022,Jio
PH_0302,+919563493764,862487966635464,Vi
PH_0303,+917725708681,861792803258755,BSNL
PH_0304,+919702151572,861412032743116,Vi
PH_0305,+917876975522,868297924711880,Airtel
PH_0306,+919692161811,866581429838282,BSNL
PH_0307,+917104570218,863014730611591,Airtel
PH_0308,+918326924276,866017244026219,Jio
PH_0309,+916784557073,863710509315531,Vi
PH_0310,+917749238945,863979326937729,Airtel
PH_0311,+918639151858,866725024431571,Jio
PH_0312,+916116699374,862029560786604,Vi
PH_0313,+917674778305,866626831260954,Jio
PH_0314,+917773060475,866703257054941,Vi
PH_0315,+917612816731,863129872141056,Airtel
PH_0316,+916869986241,869672554692231,BSNL
PH_0317,+916494270721,862066308470551,Vi
PH_0318,+917996401878,868162086119418,Airtel
PH_0319,+918079500806,868168424569247,Jio
PH_0320,+919924462352,861330223525091,Vi
PH_0321,+918379735122,862785310949218,Jio
PH_0322,+919276966820,863210985659421,Vi
PH_0323,+918440596445,868844357242917,Airtel
PH_0324,+919634735698,869803118725399,Jio
PH_0325,+919362450803,863508123081865,Vi
PH_0326,+918321171058,863959169368376,Jio
PH_0327,+918308697931,868455859698626,BSNL
PH_0328,+916179495626,863946227657337,Airtel
PH_0329,+916258449780,865808139378453,Vi
PH_0330,+919605572307,867690184648180,Vi
PH_0331,+919618246531,864743631822971,Vi
PH_0332,+916195355435,866287405110870,Airtel
PH_0333,+917697821614,863163368280946,Jio
PH_0334,+919114168187,864708412040985,Vi
PH_0335,+919796457360,865803717846285,Jio
PH_0336,+918844458160,866660693975941,Vi
PH_0337,+916904622735,866779305904710,Airtel
PH_0338,+919925678450,863352318562830,Airtel
PH_0339,+918614719178,861075061120307,Airtel
PH_0340,+918889252025,868267829996378,BSNL
PH_0341,+919274763284,862364301801043,Airtel
PH_0342,+919833568382,868832609936818,Airtel
PH_0343,+917516100805,867299004666495,BSNL
PH_0344,+916761010785,861150254257582,Airtel
PH_0345,+917987249301,868817669368135,Airtel
PH_0346,+916951424441,861351084132087,Vi
PH_0347,+918922958662,864368791189658,Airtel
PH_0348,+919505899440,864890028371348,Jio
PH_0349,+918120892071,867386475908730,Airtel
PH_0350,+917205839367,864679094871388,Airtel
PH_0351,+916842186354,867969179016319,Airtel
PH_0352,+919736261776,869690867722070,Jio
PH_0353,+918369899340,862147510158679,Jio
PH_0354,+919203931525,863237957345944,Vi
PH_0355,+918447715974,865010878741324,Vi
PH_0356,+916823996116,865447930222168,BSNL
PH_0357,+916008396505,868515926009183,Airtel
PH_0358,+919667299965,866686273673219,BSNL
PH_0359,+919626419350,868159689464918,Vi
PH_0360,+916522773527,869716492618330,Vi
PH_0361,+918221601510,861767764152140,Jio
PH_0362,+916201711625,866563910493778,Airtel
PH_0363,+917683021116,866884941031115,Airtel
PH_0364,+919779994103,864971717080156,BSNL
PH_0365,+916319718936,865397690008314,Jio
PH_0366,+916706442979,866468907376862,Airtel
PH_0367,+918688626717,862703492669508,Airtel
PH_0368,+918061440088,866883826283790,Vi
PH_0369,+917061516500,869328404759024,Jio
PH_0370,+917463733306,861957058375231,Vi
PH_0371,+918231987320,865165233991110,Airtel
PH_0372,+919331818614,862503774678794,Airtel
PH_0373,+919937258287,867635867682319,Vi
PH_0374,+919822880514,862087174487963,BSNL
PH_0375,+916235316246,868596191624324,Airtel
PH_0376,+916437346137,861982162660675,Airtel
PH_0377,+917266657868,867712389334970,BSNL
PH_0378,+916411587803,865099164495823,Airtel
PH_0379,+917947386482,869166381753662,BSNL
PH_0380,+919779305645,866974734494117,Airtel
PH_0381,+917950244847,866774657458272,Jio
PH_0382,+916463884781,861215189413528,Airtel
PH_0383,+918546428118,863218665052100,Vi
PH_0384,+917526393650,869467188751743,BSNL
PH_0385,+916798534963,863419110919584,Airtel
PH_0386,+916259807661,866480926654366,BSNL
PH_0387,+918203858241,867295367098731,Vi
PH_0388,+918506826031,863563131236945,Jio
PH_0389,+918016589212,866121073762480,Vi
PH_0390,+916034711242,862005643401188,Jio
PH_0391,+918178011686,868421938024006,Vi
PH_0392,+916839267208,864526067264575,Jio
PH_0393,+919372682391,867004658071783,Jio
PH_0394,+918868437461,866826949548184,Vi
PH_0395,+918646142846,868362860853238,Vi
PH_0396,+916696987256,868989089488852,Airtel
PH_0397,+918130006033,869204376554693,Jio
PH_0398,+917026578951,866831769527263,BSNL
PH_0399,+916881827040,864240124670583,Airtel
PH_0400,+917558287806,862297122609625,Vi
PH_0401,+916128924554,863025311978722,Jio
PH_0402,+917248015331,864420685506096,Vi
PH_0403,+916188569773,861523879964285,Jio
PH_0404,+916849651876,864063531886075,Jio
PH_0405,+919802687719,866975048055050,Jio
PH_0406,+916766829608,861378798882222,Jio
PH_0407,+919620148151,861365506828861,Jio
PH_0408,+917627460852,862953716247958,Vi
PH_0409,+916902962666,869024309184811,Jio
PH_0410,+917587594499,867553301849891,Jio
PH_0411,+918263133100,868631648634863,Airtel
PH_0412,+916508924953,863301776720873,Jio
PH_0413,+916823264888,867655191646589,Vi
PH_0414,+917365591754,868557422517705,Jio
PH_0415,+919955723270,866173440443420,Jio
PH_0416,+917407377479,861937364464698,Vi
PH_0417,+919748868637,864682887171486,Airtel
PH_0418,+919370111473,863942331225370,BSNL
PH_0419,+919226843425,869958232917857,Vi
PH_0420,+918141418189,869166961455432,Jio
PH_0421,+917382219816,867578655038004,BSNL
PH_0422,+919073692775,869705708664815,BSNL
PH_0423,+917152492014,868054832477853,Airtel
PH_0424,+916889915488,868950856345378,Jio
PH_0425,+917700377445,866382532874808,BSNL
PH_0426,+919816975777,867583508113642,Vi
PH_0427,+918364602747,863362596049588,Airtel
PH_0428,+917267221594,865047369195762,Airtel
PH_0429,+917998246910,868496162646771,BSNL
PH_0430,+918008116195,868195927818466,Vi
PH_0431,+919455320375,866577004481387,Vi
PH_0432,+917642270644,864156907126405,BSNL
PH_0433,+917004122133,867313927863502,Airtel
PH_0434,+917264944407,869829776747287,Airtel
PH_0435,+919375300097,862731849963005,Airtel
PH_0436,+916306440248,861671562103850,Jio
PH_0437,+917433479019,865399460591685,Vi
PH_0438,+919200658366,864351253307169,Jio
PH_0439,+919672193663,865595238692565,Airtel
PH_0440,+919307451625,865957678491275,Vi
PH_0441,+919363510233,868108157312801,BSNL
PH_0442,+919529867456,861208972958824,BSNL
PH_0443,+918809299600,865004616792077,Jio
PH_0444,+919106703986,864692594426498,BSNL
PH_0445,+917003833443,869245296199735,BSNL
PH_0446,+917463121724,862510934769468,Vi
PH_0447,+919632690501,868542769366571,BSNL
PH_0448,+916900159659,868917508846223,Airtel
PH_0449,+917609324972,863258610558979,Vi
PH_0450,+919168848623,869791839635164,Vi
PH_0451,+917459525419,868371132354874,BSNL
PH_0452,+918945328818,868098518477824,Vi
PH_0453,+917400500857,861410542846034,Airtel
PH_0454,+919960579149,863702132008339,Vi
PH_0455,+918440361275,867879966140273,BSNL
PH_0456,+916877052144,867876022277622,Airtel
PH_0457,+918295619572,864313079505923,BSNL
PH_0458,+916466598191,868945526023173,Vi
PH_0459,+916400469224,862834687294417,Jio
PH_0460,+916137693023,869596820987561,Airtel
PH_0461,+916801836494,862220625405144,BSNL
PH_0462,+917218987399,865098283101062,Vi
PH_0463,+918832831122,862230612909026,BSNL
PH_0464,+916246759544,864019409455998,Vi
PH_0465,+919692414917,868228042606576,BSNL
PH_0466,+916674462136,862949870463783,Jio
PH_0467,+918304048189,869411343036601,Airtel
PH_0468,+917670711748,864632965516141,Jio
PH_0469,+919738550295,866446901907357,BSNL
PH_0470,+919512836993,863793767907074,Vi
PH_0471,+918523258748,869839914456880,BSNL
PH_0472,+917183009989,861129715325535,Jio
PH_0473,+917914402567,865345680405092,Vi
PH_0474,+919909719636,869093827036903,BSNL
PH_0475,+918474471345,866064157725020,BSNL
PH_0476,+917489416646,867877520173454,Jio
PH_0477,+917782638028,864157870988472,BSNL
PH_0478,+917966356928,864228351166496,Airtel
PH_0479,+917690290029,865213550454842,Jio
PH_0480,+917175860156,866134795483891,Airtel
PH_0481,+918998076115,864822100994755,BSNL
PH_0482,+917766426225,863132678139377,Vi
PH_0483,+916328709442,862850080342124,Vi
PH_0484,+917761349189,863901039680126,Vi
PH_0485,+916890656381,861783857578671,BSNL
PH_0486,+916114752423,869125003248947,BSNL
PH_0487,+917475998631,868025475391754,Jio
PH_0488,+917703703278,861184845834659,Vi
PH_0489,+916492558512,866751547388931,BSNL
PH_0490,+918082025057,862200277388817,Airtel
PH_0491,+918355482651,865263429448232,BSNL
PH_0492,+916602393888,863998580236607,Airtel
PH_0493,+918606996024,864114282998768,Vi
PH_0494,+916533226125,863960911152782,Airtel
PH_0495,+918883607330,861196553118331,Vi
PH_0496,+916659262360,867298314667590,Jio
PH_0497,+916930600995,861608658766107,Jio
PH_0498,+917898625259,861840511108400,Airtel
PH_0499,+917677693197,866423213744099,BSNL
PH_0500,+916225121807,861084173651066,Airtel
PH_0501,+919317474377,867589552284453,Jio
PH_0502,+916858932011,861279565375975,BSNL
PH_0503,+916120019264,861257652041372,Vi
PH_0504,+919524134708,862110974678424,Jio
PH_0505,+919789389791,863953494857755,Jio
PH_0506,+916189032301,866675056859920,Jio
PH_0507,+918682951628,867951583680101,BSNL
PH_0508,+916518849078,864759094569368,Airtel
PH_0509,+917531483679,864055110601724,Airtel
PH_0510,+917727175965,866564791525835,Airtel
PH_0511,+917671543978,869071157380532,Jio
PH_0512,+916283537782,867492375254706,Airtel
PH_0513,+916289185573,864847798751883,BSNL
PH_0514,+917295079715,862795255417144,Jio
PH_0515,+917082074708,862670566333545,Vi
PH_0516,+918709582850,867836283619675,Jio
PH_0517,+917426129087,866595000746714,BSNL
PH_0518,+916289968212,861310676911268,BSNL
PH_0519,+917642272651,865091994932339,Airtel
PH_0520,+916999034756,866433666446615,Jio
PH_0521,+919169313432,862052607963440,Jio
PH_0522,+917608566723,866216232311294,Jio
PH_0523,+916651420194,864596501451873,Airtel
PH_0524,+917022476958,868808018085452,Vi
PH_0525,+916576672427,866584652028787,Airtel
PH_0526,+918237131884,866075846941775,Airtel
PH_0527,+916983590548,867027261911274,Jio
PH_0528,+916883979150,861951504098757,Jio
PH_0529,+919442209286,864915805445158,BSNL
PH_0530,+918239704894,864226901859673,BSNL
PH_0531,+918704895305,862133897319187,BSNL
PH_0532,+916300582933,864388530172889,Airtel
PH_0533,+918724585317,863491046725936,Jio
PH_0534,+916539280391,864054115851046,Jio
PH_0535,+917014944264,862376568906591,BSNL
PH_0536,+919113804499,866478089371038,Jio
PH_0537,+919099565230,865308700609685,BSNL
PH_0538,+916757784718,865379173785874,Vi
PH_0539,+917225581333,868888035668371,Jio
PH_0540,+917167633175,862406520918246,Vi
PH_0541,+917710446980,863952264816633,BSNL
PH_0542,+917895695777,869888102806332,BSNL
PH_0543,+919265568728,861349962528348,BSNL
PH_0544,+917835657356,862463956964020,Vi
PH_0545,+918556293060,863686661806477,Jio
PH_0546,+917105059551,869157776916435,Vi
PH_0547,+917948210501,867598286211992,BSNL
PH_0548,+916308978453,863402317948204,BSNL
PH_0549,+916840592753,861073828880710,Airtel
PH_0550,+919700780593,867583005232154,BSNL
PH_0551,+917737551584,868318305117952,BSNL
PH_0552,+919187698891,867757586201742,BSNL
PH_0553,+917322037419,862252362251083,BSNL
PH_0554,+919801044279,863190096609487,BSNL
PH_0555,+918429270402,864415196341440,BSNL
PH_0556,+917096326544,869965093880818,BSNL
PH_0557,+918727217217,867479767721818,Airtel
PH_0558,+918795621419,865261667520407,BSNL
PH_0559,+916148208887,865596250164877,BSNL
PH_0560,+918925158297,865471693893250,Jio
PH_0561,+918586211674,861215441690279,Airtel
PH_0562,+919311300347,867993857518824,Airtel
PH_0563,+918227099629,864323917921635,BSNL
PH_0564,+916712206951,868511166580655,Vi
PH_0565,+918971416447,869805980979944,BSNL
PH_0566,+918517193451,862920232089832,Vi
PH_0567,+919497082739,865729371942627,Jio
PH_0568,+919994392015,868004010574654,Vi
PH_0569,+916027574993,863963471709181,BSNL
PH_0570,+916006779966,862228776702999,BSNL
PH_0571,+918254694587,863999738087025,Jio
PH_0572,+917609115472,864483795428874,BSNL
PH_0573,+916781616736,868924688130792,Jio
PH_0574,+916797309341,862035950152733,Jio
PH_0575,+919475395721,864374809914850,Vi
PH_0576,+919875234259,868193518813766,BSNL
PH_0577,+918692246047,863923311222969,Airtel
PH_0578,+917258964802,867644682515946,Airtel
PH_0579,+917188684621,867017525186763,Airtel
PH_0580,+918515332140,869406259371234,BSNL
PH_0581,+918889673699,862772792992893,Airtel
PH_0582,+916262235551,861128656663336,Airtel
PH_0583,+916415932585,861127954748892,BSNL
PH_0584,+918589800302,869325733656580,Vi
PH_0585,+918595756047,866920309423164,Vi
PH_0586,+918928566389,867038252225467,Vi
PH_0587,+919508331976,867658910730221,Airtel
PH_0588,+917529133908,866810545623224,Airtel
PH_0589,+916013248527,868068220413092,Jio
PH_0590,+916110296578,863162953730131,Vi
PH_0591,+919003318664,867482173110694,BSNL
PH_0592,+918655800295,869361742348480,BSNL
PH_0593,+918835659453,861052346781960,Vi
PH_0594,+916071426604,867337798814399,Airtel
PH_0595,+919468434391,866728351698479,BSNL
PH_0596,+917003126774,869523821142567,BSNL
PH_0597,+919174859715,867124972842298,BSNL
PH_0598,+919997946704,866168498611956,Jio
PH_0599,+919057767497,861560513146264,Jio
PH_0600,+918138571816,862532430676508,Vi
PH_0601,+919574933679,869215734646243,Jio
PH_0602,+919850045517,869478762278272,Jio
PH_0603,+917045206074,863998796163028,Airtel
PH_0604,+916452988831,861514175296171,Jio
PH_0605,+919990039529,866746361159170,BSNL
PH_0606,+919291271354,864875264628793,Vi
PH_0607,+918860159101,869657474732581,Airtel
PH_0608,+919416820264,866857011616470,Jio
PH_0609,+918473781261,862136451264639,Vi
PH_0610,+917619246984,867716147855574,BSNL
PH_0611,+919472255508,864930897381388,Vi
PH_0612,+916496884614,862543142993825,Airtel
PH_0613,+916382850920,863044155357788,Vi
PH_0614,+916547253832,866514108066528,BSNL
PH_0615,+918477838974,861028934842032,Vi
PH_0616,+916265793778,866623931961653,Vi
PH_0617,+919425314333,863223919313983,Jio
PH_0618,+916457783056,861160611643712,BSNL
PH_0619,+917356892801,866222434945963,Jio
