call_id,caller_number,receiver_number,timestamp,duration_seconds,cell_tower_location_id
CDR_000158,+919613918807,+916659262360,2024-05-30T19:06:29Z,1795,LOC_0090
CDR_000159,+918959222174,+916477096961,2023-03-05T06:09:25Z,2781,LOC_0058
CDR_000160,+916607813459,+918814769504,2023-11-25T00:49:46Z,2308,LOC_0056
CDR_000161,+916012309827,+918138571816,2025-01-26T21:34:10Z,578,LOC_0043
CDR_000162,+917251961948,+919844452015,2024-05-20T04:36:44Z,3163,LOC_0131
CDR_000163,+917863152169,+919614828553,2023-03-01T14:57:55Z,2151,LOC_0057
CDR_000164,+916328709442,+917883652701,2023-04-11T09:15:45Z,3209,LOC_0076
CDR_000165,+917970984707,+918405805049,2023-10-13T19:11:18Z,1072,LOC_0070
CDR_000166,+918047867526,+916387632437,2026-05-02T00:18:36Z,2514,LOC_0105
CDR_000167,+918584467005,+916518849078,2025-11-08T15:54:27Z,2493,LOC_0010
CDR_000168,+917762054424,+917234182744,2024-02-08T15:54:22Z,1467,LOC_0055
CDR_000169,+916546416390,+916679955714,2023-01-29T05:43:59Z,1124,LOC_0141
CDR_000170,+918045084752,+918369496447,2025-02-09T05:19:50Z,2593,LOC_0043
CDR_000171,+918079586549,+916033819777,2024-04-13T12:07:55Z,46,LOC_0148
CDR_000172,+918371470157,+918864985663,2026-02-21T14:14:18Z,1797,LOC_0014
CDR_000173,+918502988880,+919613894362,2025-02-18T18:29:28Z,1839,LOC_0054
CDR_000174,+916501832818,+916896194129,2026-07-05T00:36:53Z,61,LOC_0129
CDR_000175,+919357171471,+919701033334,2024-09-23T03:24:58Z,2189,LOC_0144
CDR_000176,+919875844373,+918295619572,2023-01-28T16:18:43Z,946,LOC_0140
CDR_000177,+917045206074,+918717352279,2025-07-25T07:42:30Z,449,LOC_0047
CDR_000178,+916749458391,+919252811795,2024-07-20T18:00:44Z,228,LOC_0026
CDR_000179,+919538760086,+917426129087,2024-05-20T16:04:40Z,1074,LOC_0105
CDR_000180,+918781267374,+917612816731,2024-07-28T07:07:58Z,1803,LOC_0060
CDR_000181,+917533491749,+917996401878,2024-06-26T10:24:35Z,902,LOC_0108
CDR_000182,+918180279805,+918235400336,2024-11-16T15:39:27Z,1653,LOC_0129
CDR_000183,+919336675287,+916473029049,2023-09-25T12:39:09Z,3160,LOC_0042
CDR_000184,+919718334842,+918913320633,2025-02-12T21:10:54Z,3248,LOC_0150
CDR_000185,+919649904956,+919645019830,2024-03-11T02:48:24Z,1495,LOC_0010
CDR_000186,+919278571664,+918054564070,2025-09-07T00:32:21Z,2315,LOC_0130
CDR_000187,+918862310586,+918132042931,2023-07-05T23:58:09Z,1914,LOC_0060
CDR_000188,+918233121087,+918945328818,2023-05-20T02:43:14Z,3111,LOC_0087
CDR_000189,+918832448381,+917526678932,2024-10-21T03:07:17Z,155,LOC_0072
CDR_000190,+919203931525,+917154459322,2026-07-08T15:59:59Z,342,LOC_0068
CDR_000191,+916289968212,+918246997276,2023-05-17T00:36:10Z,1714,LOC_0086
CDR_000192,+918167410280,+919265568728,2024-02-12T18:25:20Z,3142,LOC_0027
CDR_000193,+916549034032,+919779305645,2024-10-30T04:47:41Z,1075,LOC_0073
CDR_000194,+916025302093,+916378652730,2025-10-21T15:35:35Z,2053,LOC_0037
CDR_000195,+917636767626,+917345139329,2026-02-21T06:46:56Z,2446,LOC_0074
CDR_000196,+917294831357,+916983590548,2023-05-15T01:54:42Z,2707,LOC_0147
CDR_000197,+919979854542,+917609324972,2026-02-08T11:19:40Z,3354,LOC_0119
CDR_000198,+916369445790,+919103002206,2024-01-31T00:38:12Z,2441,LOC_0130
CDR_000199,+919847558512,+919680791091,2023-07-29T18:32:36Z,90,LOC_0049
CDR_000200,+919900295590,+918868437461,2024-11-21T02:36:37Z,1014,LOC_0101
CDR_000201,+918586190457,+919925678450,2024-04-30T09:17:34Z,716,LOC_0122
CDR_000202,+916764557476,+918564571185,2023-01-04T18:37:18Z,2892,LOC_0125
CDR_000203,+918692246047,+918733074647,2025-11-15T22:23:29Z,500,LOC_0080
CDR_000204,+917158988822,+919113804499,2026-03-31T02:57:23Z,1111,LOC_0001
CDR_000205,+918120892071,+917375191063,2025-12-13T18:24:25Z,512,LOC_0049
CDR_000206,+917808590634,+916839267208,2024-03-14T17:11:24Z,639,LOC_0084
CDR_000207,+916471298719,+918608649529,2024-08-21T16:16:58Z,358,LOC_0143
CDR_000208,+919802687719,+916383604911,2026-06-23T13:28:47Z,1767,LOC_0040
CDR_000209,+916517981598,+919816975777,2025-04-08T13:11:36Z,1052,LOC_0032
CDR_000210,+917830957372,+919964496896,2023-04-23T11:02:55Z,3455,LOC_0003
CDR_000211,+916557127028,+918149094710,2024-06-30T03:33:51Z,1123,LOC_0034
CDR_000212,+916940299467,+917156403157,2026-04-15T09:31:28Z,584,LOC_0124
CDR_000213,+916402153307,+916689588485,2024-07-25T08:14:36Z,1651,LOC_0139
CDR_000214,+918156891321,+919398794286,2023-04-06T22:32:19Z,2096,LOC_0071
CDR_000215,+917427799501,+919435050715,2023-09-25T01:45:19Z,2860,LOC_0004
CDR_000216,+917468961055,+918379735122,2025-01-01T09:10:57Z,299,LOC_0039
CDR_000217,+918334428286,+916259807661,2023-11-16T06:25:02Z,1261,LOC_0009
CDR_000218,+918472422439,+916411587803,2025-10-16T22:53:45Z,2537,LOC_0055
CDR_000219,+919645019830,+917248985201,2023-06-13T14:37:22Z,3008,LOC_0064
CDR_000220,+918639151858,+917621181725,2024-12-30T21:44:04Z,653,LOC_0116
CDR_000221,+918682951628,+916225121807,2023-08-29T05:48:22Z,1682,LOC_0033
CDR_000222,+918374058517,+919003544284,2026-01-25T00:51:58Z,1764,LOC_0113
CDR_000223,+919174859715,+916491028289,2025-08-12T10:44:37Z,1380,LOC_0130
CDR_000224,+918126746095,+917800902537,2025-06-20T23:36:30Z,2604,LOC_0075
CDR_000225,+918781267374,+917160392103,2024-11-24T09:06:00Z,2627,LOC_0118
CDR_000226,+917045206074,+916111635207,2025-12-01T15:45:48Z,623,LOC_0148
CDR_000227,+918835659453,+919700780593,2025-08-01T02:13:02Z,2505,LOC_0050
CDR_000228,+917362867804,+916823264888,2024-10-09T21:55:46Z,2007,LOC_0089
CDR_000229,+919441494580,+916969934690,2023-09-01T20:45:14Z,3553,LOC_0104
CDR_000230,+918017624177,+917262745715,2024-02-09T21:09:07Z,2910,LOC_0002
CDR_000231,+916535244065,+918523258748,2024-09-20T02:48:07Z,2663,LOC_0109
CDR_000232,+917500130102,+919312303657,2025-02-17T21:23:47Z,862,LOC_0048
CDR_000233,+917145119397,+916839267208,2023-04-28T12:08:59Z,1630,LOC_0032
CDR_000234,+917152492014,+916089365072,2025-01-21T08:16:44Z,1848,LOC_0004
CDR_000235,+918608649529,+917677693197,2024-04-14T18:33:08Z,173,LOC_0054
CDR_000236,+919961573889,+918958015721,2025-04-09T13:23:57Z,912,LOC_0049
CDR_000237,+916902962666,+916369768979,2025-10-13T05:47:23Z,1311,LOC_0025
CDR_000238,+916054695674,+917562122502,2023-06-13T17:36:13Z,1635,LOC_0104
CDR_000239,+916781616736,+916444988777,2026-06-24T09:57:47Z,51,LOC_0041
CDR_000240,+916283537782,+917026972351,2023-07-29T23:34:34Z,2207,LOC_0015
CDR_000241,+918169056122,+917262991125,2023-12-11T23:48:01Z,2056,LOC_0136
CDR_000242,+917849145121,+917745177124,2024-07-21T13:46:31Z,799,LOC_0019
CDR_000243,+916856778208,+916541696649,2024-03-04T19:11:48Z,3178,LOC_0062
CDR_000244,+919747112149,+917224224246,2025-04-25T08:24:23Z,391,LOC_0093
CDR_000245,+919614828553,+919524134708,2024-02-09T00:53:04Z,3319,LOC_0023
CDR_000246,+919491241190,+916527198854,2026-06-02T03:26:16Z,350,LOC_0006
CDR_000247,+918987145791,+916167893174,2026-04-18T18:22:05Z,1751,LOC_0004
CDR_000248,+916705217830,+919850486204,2023-10-12T19:46:45Z,970,LOC_0098
CDR_000249,+916471298719,+918054564070,2024-03-26T00:56:19Z,1631,LOC_0010
CDR_000250,+919738453527,+919784541097,2025-10-11T10:24:04Z,720,LOC_0037
CDR_000251,+919117963765,+918840128614,2025-05-07T19:18:43Z,2622,LOC_0034
CDR_000252,+918774190383,+918912912223,2023-06-12T17:56:18Z,2619,LOC_0141
CDR_000253,+916516612288,+916305517870,2025-09-23T02:33:34Z,411,LOC_0063
CDR_000254,+916786427950,+918778509037,2024-10-07T22:33:42Z,518,LOC_0017
CDR_000255,+918952647739,+917248985201,2024-03-25T02:04:43Z,140,LOC_0020
CDR_000256,+918831060255,+918412227961,2025-08-11T02:47:13Z,2388,LOC_0128
CDR_000257,+916546674084,+917529426298,2024-09-05T02:52:44Z,561,LOC_0135
CDR_000258,+919553043688,+918849524815,2025-05-26T15:47:28Z,2510,LOC_0123
CDR_000259,+917826016991,+916541696649,2023-10-13T17:36:42Z,3557,LOC_0109
CDR_000260,+918915952991,+919965627504,2024-10-11T23:03:42Z,1537,LOC_0013
CDR_000261,+918011671937,+919307451625,2024-10-12T12:02:48Z,2267,LOC_0024
CDR_000262,+918334428286,+919187526779,2026-06-11T13:14:13Z,2764,LOC_0042
CDR_000263,+917107337642,+917003126774,2023-03-07T04:50:10Z,1817,LOC_0058
CDR_000264,+917406772445,+917248015331,2023-03-25T18:10:01Z,2157,LOC_0117
CDR_000265,+918926214216,+919475395721,2026-03-17T23:06:48Z,814,LOC_0149
CDR_000266,+917529426298,+917558287806,2025-08-19T18:30:01Z,46,LOC_0040
CDR_000267,+917680985022,+919614098856,2024-06-14T04:10:59Z,3468,LOC_0101
CDR_000268,+917683021116,+918842116065,2026-05-21T16:26:18Z,167,LOC_0124
CDR_000269,+918168568631,+917766215487,2023-10-03T09:09:15Z,2675,LOC_0073
CDR_000270,+918954600756,+918595756047,2025-03-08T22:51:10Z,3385,LOC_0084
CDR_000271,+919803205717,+918374058517,2025-08-26T21:16:14Z,2148,LOC_0137
CDR_000272,+917248985201,+917885133086,2023-09-24T20:33:33Z,263,LOC_0060
CDR_000273,+917987249301,+916108619179,2023-12-21T19:49:14Z,2187,LOC_0031
CDR_000274,+916535244065,+916008396505,2023-08-26T04:10:43Z,2446,LOC_0054
CDR_000275,+918447715974,+918509565608,2025-06-12T01:42:30Z,1862,LOC_0045
CDR_000276,+916303044487,+916576672427,2023-02-27T17:53:48Z,464,LOC_0076
CDR_000277,+918490611661,+916918177938,2025-11-16T02:03:37Z,1024,LOC_0141
CDR_000278,+919291271354,+916205446492,2026-04-12T11:35:24Z,1511,LOC_0075
CDR_000279,+918998076115,+916328681328,2023-05-13T12:52:09Z,2077,LOC_0138
CDR_000280,+918584467005,+917834428050,2024-07-14T19:20:15Z,2463,LOC_0069
CDR_000281,+917149372498,+916120133063,2023-03-22T22:52:42Z,240,LOC_0122
CDR_000282,+917397569678,+916329044656,2023-09-27T19:59:29Z,3021,LOC_0070
CDR_000283,+919680791091,+919106703986,2024-09-13T00:59:59Z,1688,LOC_0134
CDR_000284,+916659262360,+917053633420,2024-06-28T07:20:59Z,1477,LOC_0094
CDR_000285,+917731709641,+917000167474,2024-03-11T04:28:41Z,3411,LOC_0087
CDR_000286,+918867043264,+916225121807,2025-04-18T08:04:35Z,2023,LOC_0093
CDR_000287,+916914625337,+919673767577,2026-02-26T03:58:47Z,2052,LOC_0119
CDR_000288,+918825091118,+918862310586,2025-06-21T15:22:56Z,227,LOC_0049
CDR_000289,+919357171471,+919575606753,2026-05-11T12:20:11Z,598,LOC_0025
CDR_000290,+917492838599,+916702463180,2026-05-17T19:33:05Z,934,LOC_0093
CDR_000291,+916533891998,+916705217830,2023-01-04T16:09:49Z,1163,LOC_0050
CDR_000292,+918008116195,+916890656381,2023-06-20T20:46:20Z,3307,LOC_0096
CDR_000293,+918755969088,+918156834290,2025-06-21T01:33:44Z,1727,LOC_0068
CDR_000294,+916632966915,+919357171471,2023-03-17T17:56:16Z,346,LOC_0080
CDR_000295,+916905110100,+918312482595,2023-05-21T19:07:18Z,2536,LOC_0052
CDR_000296,+917267221594,+918790736347,2023-10-16T07:23:42Z,34,LOC_0112
CDR_000297,+919274763284,+916008396505,2026-06-11T10:34:13Z,1574,LOC_0014
CDR_000298,+917485395392,+917700377445,2023-05-01T00:31:52Z,1593,LOC_0071
CDR_000299,+918458590795,+916616423848,2024-09-11T05:10:37Z,3436,LOC_0059
CDR_000300,+919909719636,+919041538490,2024-08-11T23:22:12Z,392,LOC_0075
CDR_000301,+918373948273,+916749458391,2023-08-31T14:11:55Z,784,LOC_0027
CDR_000302,+919520097229,+919086292314,2025-01-08T10:39:29Z,356,LOC_0115
CDR_000303,+916592681126,+917352126022,2026-05-18T08:36:35Z,2389,LOC_0076
CDR_000304,+918454243528,+916398474792,2026-02-21T04:12:58Z,1029,LOC_0012
CDR_000305,+919462108703,+916856778208,2025-07-26T20:26:13Z,2732,LOC_0147
CDR_000306,+917156403157,+916242447651,2025-05-10T17:35:08Z,306,LOC_0003
CDR_000307,+916793631899,+918261195798,2024-10-03T16:20:33Z,3164,LOC_0113
CDR_000308,+917782638028,+916926059797,2024-07-10T07:20:45Z,649,LOC_0107
CDR_000309,+918832831122,+917561569542,2025-07-18T02:48:58Z,1516,LOC_0023
CDR_000310,+918068348342,+916774268185,2024-01-06T16:48:54Z,1485,LOC_0047
CDR_000311,+917710446980,+918864985663,2024-01-08T12:41:37Z,2676,LOC_0008
CDR_000312,+918326924276,+917950244847,2026-06-06T12:31:07Z,2164,LOC_0097
CDR_000313,+917597574443,+917696227959,2023-03-26T09:17:18Z,1630,LOC_0107
CDR_000314,+918361581808,+917026972351,2023-02-03T17:06:47Z,695,LOC_0076
CDR_000315,+918526472243,+916761010785,2023-10-28T05:36:39Z,1505,LOC_0115
CDR_000316,+917523392144,+919575606753,2024-03-22T16:35:10Z,337,LOC_0078
CDR_000317,+916527198854,+916684439498,2024-07-24T10:31:16Z,1933,LOC_0022
CDR_000318,+918814446299,+916786427950,2023-10-25T16:58:05Z,624,LOC_0033
