account_id,account_number,bank_name,balance
ACC_0097,562086572781,Punjab National Bank,1644431.32
ACC_0098,621361954789,Punjab National Bank,63823.56
ACC_0099,449355199558,ICICI Bank,4113320.88
ACC_0100,607458025169,Axis Bank,1053976.34
ACC_0101,287680301350,Axis Bank,1279207.29
ACC_0102,825988056608,Punjab National Bank,4838650.32
ACC_0103,635287718608,Punjab National Bank,4924751.05
ACC_0104,327990144120,Punjab National Bank,1846588.08
ACC_0105,925887091241,ICICI Bank,2258044.42
ACC_0106,132072153368,HDFC Bank,3124688.63
ACC_0107,783615918438,ICICI Bank,2824897.29
ACC_0108,124760229468,ICICI Bank,2782641.0
ACC_0109,513324968984,Punjab National Bank,659355.25
ACC_0110,236793283295,State Bank of India,1979352.74
ACC_0111,727540389329,ICICI Bank,893933.57
ACC_0112,942496994555,Axis Bank,2750801.71
ACC_0113,926145655053,HDFC Bank,2091481.8
ACC_0114,407516430908,ICICI Bank,3852727.86
ACC_0115,218671130355,ICICI Bank,2512021.04
ACC_0116,531783835772,HDFC Bank,4295423.88
ACC_0117,931053980604,Axis Bank,1432130.84
ACC_0118,597892152478,HDFC Bank,4619628.88
ACC_0119,538849564747,ICICI Bank,17683.56
ACC_0120,468636468787,Axis Bank,3281296.87
ACC_0121,521329089468,Punjab National Bank,3265868.1
ACC_0122,563745861351,Axis Bank,945185.91
ACC_0123,778729562887,HDFC Bank,693721.64
ACC_0124,652418351277,State Bank of India,2998241.28
ACC_0125,549821150470,State Bank of India,1625776.53
ACC_0126,281462113811,Punjab National Bank,3127850.13
ACC_0127,201723564789,ICICI Bank,114574.86
ACC_0128,820652046614,Axis Bank,2760734.74
ACC_0129,314161836654,HDFC Bank,2289386.72
ACC_0130,290006412542,Axis Bank,4685767.3
ACC_0131,323000653492,ICICI Bank,664117.64
ACC_0132,323470969897,Punjab National Bank,2306436.76
ACC_0133,852671745521,Punjab National Bank,2218822.33
ACC_0134,972917243452,HDFC Bank,4864053.63
ACC_0135,806523043344,State Bank of India,4018631.18
ACC_0136,464375900541,HDFC Bank,1225072.41
ACC_0137,104594937577,State Bank of India,3410435.96
ACC_0138,178964329214,Axis Bank,4787916.51
ACC_0139,889773004736,Punjab National Bank,605788.89
ACC_0140,769055387583,Punjab National Bank,3574106.31
ACC_0141,630164411294,State Bank of India,1465522.39
ACC_0142,898100769028,State Bank of India,1817502.96
ACC_0143,793686866832,Axis Bank,2143514.1
ACC_0144,212201969817,HDFC Bank,4235504.84
ACC_0145,927123994306,State Bank of India,3610249.08
ACC_0146,552545519156,ICICI Bank,710608.55
ACC_0147,972922333083,Axis Bank,1051214.84
ACC_0148,461194404586,State Bank of India,2291751.86
ACC_0149,639916399797,HDFC Bank,3785145.91
ACC_0150,423593328257,Axis Bank,1653975.41
ACC_0151,870733496857,ICICI Bank,2841587.72
ACC_0152,141207755049,HDFC Bank,740971.85
ACC_0153,127008603057,HDFC Bank,4400972.8
ACC_0154,497557374662,ICICI Bank,1534006.99
ACC_0155,274873186981,Punjab National Bank,3169839.0
ACC_0156,883725380717,Axis Bank,3366720.29
ACC_0157,916707106505,HDFC Bank,733484.17
ACC_0158,380823115237,HDFC Bank,140995.52
ACC_0159,740859208642,ICICI Bank,742668.45
ACC_0160,383519667685,ICICI Bank,3605975.7
ACC_0161,671213975238,Axis Bank,2385394.7
ACC_0162,288549081524,ICICI Bank,3219613.75
ACC_0163,445749571553,Punjab National Bank,1872438.55
ACC_0164,810753718623,HDFC Bank,4354040.52
ACC_0165,291048960698,Axis Bank,4485770.9
ACC_0166,834500536139,State Bank of India,1712492.61
ACC_0167,324666768363,HDFC Bank,751292.52
ACC_0168,957312586089,State Bank of India,3250333.31
ACC_0169,646992008730,Axis Bank,2847470.55
ACC_0170,962510592818,Punjab National Bank,4490775.23
ACC_0171,322227525769,ICICI Bank,3321556.18
ACC_0172,788906274127,State Bank of India,4760189.32
ACC_0173,175193781324,ICICI Bank,2766869.12
ACC_0174,691594197944,State Bank of India,4852215.66
ACC_0175,589866681681,Punjab National Bank,2615221.03
ACC_0176,380223819448,HDFC Bank,3448805.49
ACC_0177,350160744044,Axis Bank,887975.94
ACC_0178,769926325174,ICICI Bank,2760326.3
ACC_0179,916436170997,HDFC Bank,3666952.92
ACC_0180,172659966808,HDFC Bank,2613265.94
ACC_0181,327894680376,HDFC Bank,1220459.04
ACC_0182,738926552621,Axis Bank,2321892.19
ACC_0183,159190716367,ICICI Bank,3950290.62
ACC_0184,315062131691,Axis Bank,582915.55
ACC_0185,620049183853,HDFC Bank,500279.67
ACC_0186,338754551365,Punjab National Bank,2436666.11
ACC_0187,111035185213,Punjab National Bank,2149348.49
ACC_0188,224145981787,Axis Bank,3887201.92
ACC_0189,745081748726,Punjab National Bank,3777959.7
ACC_0190,104261628430,ICICI Bank,3773046.69
ACC_0191,398935539836,Axis Bank,3156009.84
ACC_0192,655462276652,Axis Bank,2571486.97
ACC_0193,812755989046,ICICI Bank,1321735.32
ACC_0194,372868678403,ICICI Bank,1377166.45
ACC_0195,652166425786,ICICI Bank,3129982.69
ACC_0196,633358403062,State Bank of India,1596718.53
ACC_0197,662530568731,Axis Bank,2479443.85
ACC_0198,169487396129,Axis Bank,3365207.98
ACC_0199,589033694632,ICICI Bank,3189776.99
ACC_0200,311237897638,State Bank of India,3814500.39
ACC_0201,435923206753,Punjab National Bank,1527613.71
ACC_0202,683112336001,Axis Bank,515482.67
ACC_0203,330251163902,Punjab National Bank,3359764.29
ACC_0204,273189253774,HDFC Bank,3832220.51
ACC_0205,288058626828,HDFC Bank,3051006.02
ACC_0206,457157165192,Punjab National Bank,4905790.89
ACC_0207,755641749875,Axis Bank,3898994.81
ACC_0208,350265095151,ICICI Bank,2360436.39
ACC_0209,505030955723,HDFC Bank,1531855.71
ACC_0210,489668250756,ICICI Bank,2249089.67
ACC_0211,720301931247,Axis Bank,3813713.55
ACC_0212,937542986030,Axis Bank,277481.82
ACC_0213,488302786766,HDFC Bank,4874953.81
ACC_0214,403942159363,State Bank of India,4092846.81
ACC_0215,328501765329,ICICI Bank,1474689.65
ACC_0216,127373867504,ICICI Bank,2138064.23
ACC_0217,458124708283,Punjab National Bank,2800301.34
ACC_0218,977029968814,HDFC Bank,3088161.63
ACC_0219,217140779211,State Bank of India,1216445.94
ACC_0220,895966888756,Axis Bank,4707529.29
ACC_0221,617942734581,State Bank of India,3906358.49
ACC_0222,857589551981,Axis Bank,1249980.78
ACC_0223,769958759501,Punjab National Bank,1875719.79
ACC_0224,160565223285,ICICI Bank,1380955.06
ACC_0225,582623107798,ICICI Bank,556042.92
ACC_0226,180529890376,ICICI Bank,4885916.61
ACC_0227,554117410676,HDFC Bank,4369879.13
ACC_0228,428950721942,Punjab National Bank,1000771.54
ACC_0229,581414316443,HDFC Bank,1639882.72
ACC_0230,939866188036,ICICI Bank,2783815.49
ACC_0231,421337899597,State Bank of India,703197.37
ACC_0232,176321164621,ICICI Bank,4786043.49
ACC_0233,592945005798,HDFC Bank,921516.0
ACC_0234,351119549747,Axis Bank,1811656.77
ACC_0235,843883977052,ICICI Bank,1277533.53
ACC_0236,250423233662,State Bank of India,3211558.94
ACC_0237,535627069252,Axis Bank,3990686.9
ACC_0238,683392599504,State Bank of India,4564998.03
ACC_0239,510222040245,State Bank of India,2829007.25
ACC_0240,138636041735,Punjab National Bank,4365531.35
ACC_0241,968988148798,Punjab National Bank,2460555.34
ACC_0242,467541033814,State Bank of India,3672434.61
ACC_0243,201212222063,Punjab National Bank,3903160.46
ACC_0244,274082594113,Punjab National Bank,4231650.41
ACC_0245,727442023806,Axis Bank,3050547.38
ACC_0246,310423116808,State Bank of India,3835809.31
ACC_0247,999499066965,ICICI Bank,2329110.11
ACC_0248,916019518291,HDFC Bank,3252568.05
ACC_0249,297882139006,Punjab National Bank,1699708.79
ACC_0250,956965006114,Axis Bank,4447095.51
ACC_0251,733084476154,ICICI Bank,32763.43
ACC_0252,528758951461,State Bank of India,43680.99
ACC_0253,569536065326,HDFC Bank,1295005.9
ACC_0254,740907432301,ICICI Bank,2662289.01
ACC_0255,832951685502,HDFC Bank,3849869.21
ACC_0256,889759925303,Punjab National Bank,763871.31
ACC_0257,262233765324,HDFC Bank,1543099.84
ACC_0258,126203150933,Punjab National Bank,3010005.42
ACC_0259,146577624618,HDFC Bank,2700841.18
ACC_0260,177114680095,ICICI Bank,4352909.7
ACC_0261,353095832148,HDFC Bank,1009305.43
ACC_0262,564557788508,ICICI Bank,1165661.27
ACC_0263,340174048328,ICICI Bank,137454.9
ACC_0264,585092446868,State Bank of India,4170952.06
ACC_0265,127380905918,Axis Bank,4337796.41
ACC_0266,915417528951,HDFC Bank,1902702.41
ACC_0267,582955381736,Axis Bank,993990.03
ACC_0268,519923177633,Punjab National Bank,4072682.58
ACC_0269,654802816141,Punjab National Bank,3622867.18
ACC_0270,276616372780,HDFC Bank,602671.27
ACC_0271,913849523641,Punjab National Bank,1792593.37
ACC_0272,452167379163,Axis Bank,955714.74
ACC_0273,203015443892,Punjab National Bank,1799932.54
ACC_0274,659442187201,State Bank of India,4724539.32
ACC_0275,104364311538,Axis Bank,4017254.95
ACC_0276,211057087126,ICICI Bank,1802601.82
ACC_0277,577021855283,ICICI Bank,1147564.83
ACC_0278,193206004142,Axis Bank,4379833.14
ACC_0279,404789066223,ICICI Bank,227802.09
ACC_0280,374222558529,HDFC Bank,2823331.66
ACC_0281,667485216837,HDFC Bank,701961.6
ACC_0282,939536452900,State Bank of India,306846.12
ACC_0283,331079463737,ICICI Bank,1859148.49
ACC_0284,560237883698,HDFC Bank,874012.77
ACC_0285,912398993234,HDFC Bank,1825974.98
ACC_0286,224231733594,HDFC Bank,150870.65
ACC_0287,435883952703,Axis Bank,3126937.13
ACC_0288,784038745263,ICICI Bank,143362.43
ACC_0289,460888192010,State Bank of India,4444213.43
ACC_0290,907600837326,HDFC Bank,4567971.09
ACC_0291,692905200466,Axis Bank,3812748.97
ACC_0292,678628829101,HDFC Bank,791704.72
ACC_0293,482316249551,HDFC Bank,461527.37
ACC_0294,172963726945,State Bank of India,4843683.27
ACC_0295,692268016092,Axis Bank,672892.57
ACC_0296,991649259877,State Bank of India,1557842.98
ACC_0297,383050727000,HDFC Bank,1615059.41
ACC_0298,501751181123,Punjab National Bank,3342491.32
ACC_0299,624400037611,Axis Bank,3743845.86
ACC_0300,730724401929,HDFC Bank,630039.05
ACC_0301,243944686612,HDFC Bank,1128533.65
ACC_0302,916396785219,State Bank of India,3586623.07
ACC_0303,214310617088,HDFC Bank,1131890.79
ACC_0304,899656882928,ICICI Bank,1643800.17
ACC_0305,610989253293,Punjab National Bank,2600064.71
ACC_0306,395852735525,HDFC Bank,1640392.12
ACC_0307,827459100907,HDFC Bank,2897263.43
ACC_0308,920485750127,Axis Bank,3159769.24
ACC_0309,318159405731,HDFC Bank,72594.33
ACC_0310,137085456283,HDFC Bank,810264.14
ACC_0311,109975200621,Punjab National Bank,2404401.09
ACC_0312,481640831538,HDFC Bank,3143935.89
ACC_0313,544860692989,Axis Bank,4963501.22
ACC_0314,784846251719,ICICI Bank,2729851.26
ACC_0315,916549815537,ICICI Bank,3277647.06
ACC_0316,470816096138,HDFC Bank,1277166.83
ACC_0317,948201731736,Punjab National Bank,2282123.72
ACC_0318,834853886616,ICICI Bank,3816583.35
ACC_0319,169848466237,ICICI Bank,2133146.08
ACC_0320,239772489895,State Bank of India,1136398.15
ACC_0321,229326348518,Punjab National Bank,3563764.08
ACC_0322,436500483851,Axis Bank,2181384.37
ACC_0323,299736267495,Axis Bank,4100313.08
ACC_0324,312647716134,HDFC Bank,4200224.07
ACC_0325,951356393566,State Bank of India,994186.93
ACC_0326,489745071244,Punjab National Bank,3005080.56
ACC_0327,719127142940,Punjab National Bank,2625701.07
ACC_0328,687552642739,ICICI Bank,2697746.56
ACC_0329,684103418323,HDFC Bank,1872986.13
ACC_0330,847754399234,HDFC Bank,3174901.79
ACC_0331,782293955465,HDFC Bank,4216350.73
ACC_0332,889204983051,HDFC Bank,2704567.01
ACC_0333,774117152232,Axis Bank,4291617.69
ACC_0334,152735418295,Axis Bank,1483185.66
ACC_0335,675100229584,Axis Bank,4468828.73
ACC_0336,454197380790,HDFC Bank,3608016.69
ACC_0337,101288461054,State Bank of India,1257394.88
ACC_0338,836826367371,ICICI Bank,1044565.24
ACC_0339,773165086983,Punjab National Bank,4796419.49
ACC_0340,929183045661,Axis Bank,702376.05
ACC_0341,938206903933,HDFC Bank,1956800.11
ACC_0342,809354406363,Axis Bank,1955607.32
ACC_0343,371413463057,ICICI Bank,353587.66
ACC_0344,251510202090,Axis Bank,618233.64
ACC_0345,743126921056,HDFC Bank,1029949.63
ACC_0346,839346014479,ICICI Bank,3803162.39
ACC_0347,800125921897,State Bank of India,2603580.79
ACC_0348,213920747469,Punjab National Bank,2356075.55
ACC_0349,583872825612,ICICI Bank,4111379.6
ACC_0350,918368477996,Punjab National Bank,2272382.78
ACC_0351,933133430849,ICICI Bank,4376302.15
ACC_0352,516787799520,ICICI Bank,565075.03
ACC_0353,570155147817,Punjab National Bank,843111.59
ACC_0354,863257610248,Axis Bank,3792539.21
ACC_0355,672195443540,State Bank of India,443776.21
ACC_0356,764567845862,Punjab National Bank,4325560.26
ACC_0357,833795013957,Axis Bank,4183708.88
ACC_0358,576583505851,Axis Bank,284205.95
ACC_0359,408249569141,ICICI Bank,4523752.06
ACC_0360,661095667521,ICICI Bank,2098807.15
ACC_0361,378469771979,ICICI Bank,416383.71
ACC_0362,882118402127,Axis Bank,1214478.35
ACC_0363,342644074665,Punjab National Bank,2169401.4
ACC_0364,212810555137,Axis Bank,2803793.13
ACC_0365,722071947893,Axis Bank,3033532.54
ACC_0366,519478963344,State Bank of India,3008709.88
ACC_0367,807783122457,State Bank of India,2878552.0
ACC_0368,365274491822,ICICI Bank,2901030.17
ACC_0369,562154826730,Axis Bank,3591726.72
ACC_0370,478128340592,Axis Bank,4261312.93
ACC_0371,140899965934,Axis Bank,4065990.2
ACC_0372,918741534001,Axis Bank,3345672.76
ACC_0373,336333326697,Punjab National Bank,904507.71
ACC_0374,208787064499,ICICI Bank,4603427.79
ACC_0375,133508884937,Axis Bank,4247300.99
ACC_0376,491930859245,ICICI Bank,1762539.87
ACC_0377,374730111102,ICICI Bank,2230588.94
ACC_0378,456687581199,Axis Bank,3495823.04
ACC_0379,390489285547,HDFC Bank,1047695.71
ACC_0380,811020143735,ICICI Bank,3703783.15
ACC_0381,485487570495,HDFC Bank,4223754.51
ACC_0382,198168548632,ICICI Bank,1759671.7
ACC_0383,914060519667,HDFC Bank,1583354.19
ACC_0384,208687734442,State Bank of India,3197619.24
ACC_0385,784243799876,Axis Bank,3197735.55
ACC_0386,519861247419,HDFC Bank,1324137.28
ACC_0387,635614187759,ICICI Bank,1685669.24
ACC_0388,930481160814,HDFC Bank,4796582.37
ACC_0389,118566111883,State Bank of India,949758.98
ACC_0390,870972911723,Punjab National Bank,1481722.26
ACC_0391,690815363068,HDFC Bank,1990458.19
ACC_0392,184592112887,HDFC Bank,467725.0
ACC_0393,760186576622,Axis Bank,4261191.84
ACC_0394,886605072969,ICICI Bank,2664605.93
ACC_0395,247732945307,Axis Bank,519026.51
ACC_0396,911560162315,ICICI Bank,3067486.72
ACC_0397,194363632422,ICICI Bank,4997195.02
ACC_0398,366463090376,Punjab National Bank,775904.06
ACC_0399,404911227195,State Bank of India,2472970.14
ACC_0400,863787984130,HDFC Bank,1227513.34
ACC_0401,582006281001,HDFC Bank,727738.11
ACC_0402,367562689182,State Bank of India,4287799.19
ACC_0403,557151808811,Punjab National Bank,2756579.54
ACC_0404,312893307017,Axis Bank,931104.16
ACC_0405,737882406950,Axis Bank,3136648.29
ACC_0406,529407098278,ICICI Bank,3534022.9
ACC_0407,503649256469,ICICI Bank,2157142.2
ACC_0408,448900404767,Punjab National Bank,1786013.79
ACC_0409,864324181290,HDFC Bank,1608991.1
ACC_0410,373599874217,Punjab National Bank,2895213.38
ACC_0411,962934003446,Punjab National Bank,3542061.24
ACC_0412,445896736997,State Bank of India,4036460.59
ACC_0413,351702656792,ICICI Bank,3588105.11
ACC_0414,349044009729,Axis Bank,1346398.06
ACC_0415,159427802084,Axis Bank,3094410.9
ACC_0416,750675231453,Axis Bank,324224.15
ACC_0417,288960473204,State Bank of India,2800233.69
ACC_0418,815365440842,State Bank of India,4479312.31
ACC_0419,261947364074,State Bank of India,3410353.04
ACC_0420,403735228688,Punjab National Bank,1260808.36
ACC_0421,902714479522,State Bank of India,3568347.33
ACC_0422,574554414664,HDFC Bank,4931046.76
ACC_0423,826773767749,Axis Bank,1549816.55
ACC_0424,841728851745,ICICI Bank,1653335.69
ACC_0425,978620847134,Punjab National Bank,4731392.67
ACC_0426,942433066333,Punjab National Bank,4900912.6
ACC_0427,446117981702,State Bank of India,4854471.72
ACC_0428,881911556237,ICICI Bank,2937650.92
ACC_0429,774614865670,State Bank of India,2649330.12
ACC_0430,279230618842,HDFC Bank,1244748.86
ACC_0431,952987056804,HDFC Bank,4178861.32
ACC_0432,813091219229,Axis Bank,3643606.93
ACC_0433,195914308219,State Bank of India,4730789.55
ACC_0434,871264469609,Axis Bank,4024764.83
ACC_0435,866141809814,Axis Bank,693409.01
ACC_0436,299042937881,State Bank of India,1556665.72
ACC_0437,878151054804,Axis Bank,4395443.6
ACC_0438,200930364898,HDFC Bank,1303267.33
ACC_0439,349969704933,ICICI Bank,4928194.48
ACC_0440,188618091706,ICICI Bank,2259185.74
ACC_0441,675929464367,ICICI Bank,102983.41
ACC_0442,167027944355,Punjab National Bank,296671.86
ACC_0443,204681869195,HDFC Bank,9642.77
ACC_0444,684051680589,State Bank of India,24300.47
ACC_0445,436659952875,State Bank of India,4000390.83
ACC_0446,720915169858,ICICI Bank,4296933.76
ACC_0447,293083311536,HDFC Bank,3182772.31
ACC_0448,299708254154,Punjab National Bank,1092650.91
ACC_0449,204562043828,HDFC Bank,2998991.81
ACC_0450,295738775171,Axis Bank,3532131.46
ACC_0451,949886719545,HDFC Bank,2537136.31
ACC_0452,131976488719,Punjab National Bank,194832.63
ACC_0453,975993074466,State Bank of India,4036216.97
ACC_0454,217215803376,ICICI Bank,3415477.23
ACC_0455,669470170437,HDFC Bank,4501252.78
ACC_0456,312590792484,Punjab National Bank,777107.85
ACC_0457,704123605871,Axis Bank,3920529.19
ACC_0458,228608548407,Punjab National Bank,328252.45
ACC_0459,500489474718,HDFC Bank,1198017.33
ACC_0460,640382414992,HDFC Bank,3970475.75
ACC_0461,491020653298,State Bank of India,4583135.9
ACC_0462,627942210356,Punjab National Bank,494803.07
ACC_0463,201016959945,ICICI Bank,4559423.27
ACC_0464,733778244899,Punjab National Bank,2608842.42
ACC_0465,700251415691,HDFC Bank,1413525.23
ACC_0466,590208135304,HDFC Bank,1465502.81
ACC_0467,570841541976,Axis Bank,2176258.98
ACC_0468,637224769598,State Bank of India,2456705.8
ACC_0469,715561217596,Axis Bank,3048706.52
ACC_0470,646774666704,ICICI Bank,3854442.84
ACC_0471,163131301913,Punjab National Bank,4156454.75
ACC_0472,435390506495,Punjab National Bank,3739509.08
ACC_0473,695159093902,HDFC Bank,3205021.21
ACC_0474,154714692436,Punjab National Bank,140787.55
ACC_0475,434864719590,Axis Bank,942006.82
ACC_0476,692551671655,State Bank of India,4118906.9
ACC_0477,913611993211,Punjab National Bank,2620398.21
ACC_0478,659111498693,ICICI Bank,3405985.8
ACC_0479,208295423543,Axis Bank,4749871.54
ACC_0480,344350808753,ICICI Bank,365744.44
ACC_0481,642040369994,HDFC Bank,2856155.51
ACC_0482,115517790068,State Bank of India,4610509.61
ACC_0483,227514957037,ICICI Bank,24689.18
ACC_0484,822586961665,ICICI Bank,4922025.42
ACC_0485,529441262209,HDFC Bank,1859547.1
ACC_0486,541684933300,State Bank of India,780489.03
ACC_0487,373154558346,Punjab National Bank,3342995.5
ACC_0488,849140396032,Punjab National Bank,3551151.97
ACC_0489,791069205003,ICICI Bank,1025176.53
ACC_0490,821033444790,ICICI Bank,2046607.84
ACC_0491,555310459741,Axis Bank,1886281.68
ACC_0492,998462046182,Axis Bank,1267873.99
ACC_0493,787239562597,Axis Bank,209954.95
ACC_0494,592921055446,HDFC Bank,3315152.19
ACC_0495,178267079906,State Bank of India,577276.73
ACC_0496,971458386900,Axis Bank,333435.07
ACC_0497,458788424042,HDFC Bank,4717572.12
ACC_0498,888903482463,Axis Bank,1424749.12
ACC_0499,410467891291,Punjab National Bank,1308234.45
ACC_0500,232117442989,Axis Bank,4114564.53
ACC_0501,322840197258,State Bank of India,2774195.18
ACC_0502,321182085004,HDFC Bank,2591609.56
ACC_0503,615549385177,Axis Bank,547610.13
ACC_0504,139636728813,Axis Bank,923207.16
ACC_0505,863484301797,State Bank of India,1209517.48
ACC_0506,506369708658,Axis Bank,3691993.31
ACC_0507,754733506838,State Bank of India,3314720.93
ACC_0508,943976618396,HDFC Bank,3842977.52
ACC_0509,451005816415,State Bank of India,2844437.95
ACC_0510,271577885068,ICICI Bank,4297578.29
ACC_0511,483005980701,Axis Bank,1004045.84
ACC_0512,162896081661,Axis Bank,1900791.68
ACC_0513,421894146373,Punjab National Bank,319183.25
ACC_0514,787984883121,HDFC Bank,1680107.26
ACC_0515,584133786322,State Bank of India,4356815.23
ACC_0516,762480563971,Punjab National Bank,1439744.88
ACC_0517,255310733306,Punjab National Bank,4820918.51
ACC_0518,220502665328,State Bank of India,2050210.92
ACC_0519,119474557561,Punjab National Bank,3602691.83
ACC_0520,505108428934,State Bank of India,718288.9
ACC_0521,852065062614,HDFC Bank,30502.14
ACC_0522,718489983488,State Bank of India,4068716.62
ACC_0523,726071779657,State Bank of India,4285158.06
ACC_0524,790468289425,State Bank of India,2818630.15
ACC_0525,121792337700,Axis Bank,4686117.47
ACC_0526,523676147636,ICICI Bank,3428364.32
ACC_0527,595582391252,HDFC Bank,3414722.98
ACC_0528,377509040433,ICICI Bank,4900675.39
ACC_0529,600950801588,Axis Bank,4597213.19
ACC_0530,598873928680,Punjab National Bank,4397342.11
ACC_0531,255580207446,ICICI Bank,3185828.98
ACC_0532,529356584845,ICICI Bank,4409805.51
ACC_0533,913329702317,State Bank of India,2159251.2
ACC_0534,255906701507,State Bank of India,2300200.42
ACC_0535,239166522247,ICICI Bank,1041296.51
ACC_0536,561304365582,Axis Bank,2303447.11
ACC_0537,587273968867,Axis Bank,2318122.26
ACC_0538,457933131256,Axis Bank,666440.28
ACC_0539,325614360495,HDFC Bank,1085579.59
ACC_0540,723590446661,HDFC Bank,4740077.02
ACC_0541,824686854563,Punjab National Bank,1817711.11
ACC_0542,703285605914,Axis Bank,1874708.38
ACC_0543,333246355079,Axis Bank,707516.12
ACC_0544,693172135835,Axis Bank,1502301.05
ACC_0545,553649890891,State Bank of India,997849.33
ACC_0546,707040726837,HDFC Bank,3298597.65
