transaction_id,sender_account,receiver_account,amount,transaction_type,timestamp
TXN_000111,991649259877,723757284548,119934.49,ATM Withdrawal,2025-12-03T00:12:31Z
TXN_000112,852090325479,288960473204,270431.97,Crypto Off-ramp,2026-03-30T15:05:09Z
TXN_000113,299736267495,754937671430,2099679.83,Cash Deposit,2024-03-13T11:18:18Z
TXN_000114,464375900541,553508904470,1174026.14,Crypto Off-ramp,2026-05-08T10:31:21Z
TXN_000115,437890066202,823926902828,1529399.11,Wire Transfer,2025-12-07T12:58:09Z
TXN_000116,515858975663,354436784355,1586189.64,Crypto Off-ramp,2025-12-26T09:21:59Z
TXN_000117,914060519667,168806662718,2392974.96,Hawala,2026-01-29T12:08:18Z
TXN_000118,610376749064,167572351889,429503.75,ATM Withdrawal,2025-02-03T22:20:05Z
TXN_000119,465663385866,974355229003,1572844.98,Wire Transfer,2023-05-26T05:29:04Z
TXN_000120,576801285370,290006412542,122184.22,Wire Transfer,2025-03-29T19:59:12Z
TXN_000121,920485750127,322628866753,2302595.27,Hawala,2023-11-25T16:59:32Z
TXN_000122,562086572781,174923256230,864590.94,Wire Transfer,2025-01-13T17:06:40Z
TXN_000123,792570318101,168005180900,406831.21,Cash Deposit,2023-07-04T15:43:06Z
TXN_000124,443680694402,481640831538,2231166.69,ATM Withdrawal,2025-03-09T04:02:48Z
TXN_000125,295084874487,369696988696,778439.44,Crypto Off-ramp,2023-02-08T06:10:00Z
TXN_000126,908831295908,418580135461,1050180.23,Wire Transfer,2024-08-03T01:04:27Z
TXN_000127,957657137173,772551023964,754920.63,ATM Withdrawal,2026-02-24T09:34:51Z
TXN_000128,278338984641,916436170997,1189439.78,Wire Transfer,2024-02-07T17:58:27Z
TXN_000129,126203150933,825988056608,1900447.77,Crypto Off-ramp,2023-11-24T06:55:17Z
TXN_000130,179603418555,259610829349,2072796.23,ATM Withdrawal,2025-04-23T13:42:25Z
TXN_000131,625102096404,893846554896,2321979.13,Crypto Off-ramp,2023-12-15T12:24:08Z
TXN_000132,847754399234,773165086983,2180062.77,ATM Withdrawal,2024-01-31T01:51:07Z
TXN_000133,616195218108,535627069252,586163.86,Hawala,2024-05-14T14:07:38Z
TXN_000134,536729747321,942496994555,2154940.68,Wire Transfer,2023-04-03T14:24:17Z
TXN_000135,167027944355,211351543888,1871770.7,Wire Transfer,2023-02-13T15:29:38Z
TXN_000136,692905200466,791069205003,2064302.56,Cash Deposit,2025-04-23T01:44:57Z
TXN_000137,224231733594,503649256469,829944.74,Wire Transfer,2024-11-09T07:09:13Z
TXN_000138,833795013957,656483238381,778971.3,Wire Transfer,2026-02-26T02:01:55Z
TXN_000139,187601656984,644054724977,2243951.69,ATM Withdrawal,2026-06-22T01:35:28Z
TXN_000140,643199244851,349044009729,422542.33,Crypto Off-ramp,2023-02-25T11:33:54Z
TXN_000141,824686854563,662530568731,954446.54,Cash Deposit,2023-12-16T03:19:02Z
TXN_000142,740935847812,174603445189,553490.75,Cash Deposit,2025-06-27T14:39:31Z
TXN_000143,939866188036,409053230634,1432945.6,Cash Deposit,2026-07-05T02:14:01Z
TXN_000144,302742170531,896033951248,1134263.21,Cash Deposit,2025-10-08T05:55:09Z
TXN_000145,179912091749,318259719323,1809881.08,Hawala,2023-12-25T04:30:01Z
TXN_000146,531783835772,494715241590,2042538.06,Hawala,2023-03-10T12:01:31Z
TXN_000147,650347115415,479214286063,1944701.14,ATM Withdrawal,2023-07-03T18:15:48Z
TXN_000148,627073536838,649826008287,2463907.44,Hawala,2024-06-17T03:00:57Z
TXN_000149,807691942767,280193090820,317951.59,Hawala,2024-07-14T06:53:47Z
TXN_000150,457707017893,233315116783,1835623.92,ATM Withdrawal,2026-06-02T16:27:57Z
TXN_000151,857122137563,290006412542,2412919.23,Cash Deposit,2026-04-16T18:48:06Z
TXN_000152,998462046182,275732237306,2337272.37,Hawala,2023-11-29T00:51:30Z
TXN_000153,178964329214,378469771979,2036763.53,ATM Withdrawal,2023-11-14T23:10:36Z
TXN_000154,944224837430,131574439021,1854064.01,Cash Deposit,2024-06-06T08:47:14Z
TXN_000155,662030167406,917117510773,855837.12,Wire Transfer,2023-08-31T20:25:50Z
TXN_000156,667485216837,810115598369,1598029.34,Wire Transfer,2024-08-04T07:39:08Z
TXN_000157,870972911723,791935869243,1768181.81,Crypto Off-ramp,2026-06-22T20:51:19Z
TXN_000158,693895542835,784846251719,1127527.51,Cash Deposit,2023-04-12T11:14:50Z
TXN_000159,866141809814,456687581199,2389226.87,Cash Deposit,2024-09-07T11:32:55Z
TXN_000160,907713967538,883725380717,1367641.39,Cash Deposit,2025-07-12T00:24:10Z
TXN_000161,273189253774,726071779657,1089746.03,Hawala,2023-03-11T06:15:32Z
TXN_000162,843883977052,693172135835,106373.44,Crypto Off-ramp,2025-07-04T22:12:22Z
TXN_000163,979314113745,201016959945,689986.71,Wire Transfer,2024-11-29T14:32:06Z
TXN_000164,406814827519,274873186981,2004924.3,Crypto Off-ramp,2025-09-07T14:02:19Z
TXN_000165,778729562887,288058626828,1841289.16,ATM Withdrawal,2026-01-31T12:26:55Z
TXN_000166,131976488719,582623107798,2136851.88,Crypto Off-ramp,2026-06-04T17:55:49Z
TXN_000167,178267079906,576801285370,2081752.04,ATM Withdrawal,2024-10-30T15:00:34Z
TXN_000168,750675231453,408249569141,242852.45,Cash Deposit,2023-12-11T04:04:33Z
TXN_000169,592921055446,440133403657,2159948.14,Cash Deposit,2023-11-10T20:40:00Z
TXN_000170,505030955723,362897298764,2455239.3,Hawala,2026-06-23T11:54:54Z
TXN_000171,974355229003,363309652753,254623.99,Hawala,2025-10-23T14:37:46Z
TXN_000172,951356393566,790468289425,2497931.19,Wire Transfer,2023-02-21T02:49:59Z
TXN_000173,211057087126,420438136850,1436810.68,Crypto Off-ramp,2026-07-27T14:04:56Z
TXN_000174,278338984641,823926902828,213660.68,Hawala,2024-06-17T20:29:30Z
TXN_000175,725018925608,244556628194,466679.09,ATM Withdrawal,2025-01-04T16:44:11Z
TXN_000176,127672389870,357171615268,2440571.65,ATM Withdrawal,2025-07-07T13:09:54Z
TXN_000177,607085066930,880326884118,2452298.34,Crypto Off-ramp,2025-12-28T12:35:29Z
TXN_000178,924337720185,239166522247,2175055.4,Hawala,2024-06-22T03:09:33Z
TXN_000179,324666768363,342169934180,2343183.02,Wire Transfer,2026-01-04T04:13:41Z
TXN_000180,687552642739,519836034687,780425.95,Wire Transfer,2025-09-14T22:30:04Z
TXN_000181,167572351889,332604838756,353017.07,ATM Withdrawal,2026-01-06T13:22:29Z
TXN_000182,997814425058,255749522616,186256.14,Hawala,2026-01-07T02:59:13Z
TXN_000183,590407241407,111270722874,1230560.81,ATM Withdrawal,2023-10-18T08:30:51Z
TXN_000184,514865691773,967113311304,1532249.48,Hawala,2025-08-17T12:03:58Z
TXN_000185,318159405731,707754044012,868122.45,Wire Transfer,2026-07-22T08:11:55Z
TXN_000186,465663385866,398764754590,18911.06,Cash Deposit,2026-06-16T19:19:05Z
TXN_000187,229728052480,635614187759,1843285.88,Hawala,2023-01-18T06:08:24Z
TXN_000188,228401565519,204562043828,629119.34,Cash Deposit,2025-05-12T13:25:22Z
TXN_000189,581414316443,817241660443,2260952.45,ATM Withdrawal,2025-03-05T14:40:11Z
TXN_000190,482316249551,597796423739,1293664.69,Cash Deposit,2024-03-28T05:35:46Z
TXN_000191,131976488719,821033444790,1684210.97,Hawala,2023-06-23T01:03:40Z
TXN_000192,325614360495,905027059738,361234.12,Wire Transfer,2023-12-20T02:12:53Z
TXN_000193,525613326953,327990144120,1364684.42,Wire Transfer,2023-12-11T23:47:58Z
TXN_000194,338754551365,212201969817,294825.58,Cash Deposit,2023-01-20T08:39:54Z
TXN_000195,805050638808,457323121762,937399.83,ATM Withdrawal,2024-12-28T07:30:35Z
TXN_000196,298099898903,515251518984,424702.39,Crypto Off-ramp,2023-11-30T22:16:09Z
TXN_000197,255310733306,772551023964,767613.84,Cash Deposit,2023-12-30T22:29:29Z
TXN_000198,563745861351,176995658533,537120.98,Cash Deposit,2026-03-15T07:58:11Z
TXN_000199,428958815917,993737484275,2231752.54,Wire Transfer,2026-05-16T12:49:59Z
TXN_000200,529450675009,214310617088,2239112.57,ATM Withdrawal,2023-08-15T00:08:12Z
TXN_000201,138834942383,520115203970,1398003.46,Crypto Off-ramp,2023-05-05T13:27:15Z
TXN_000202,659111498693,513959995856,1634092.84,ATM Withdrawal,2024-05-23T02:47:44Z
TXN_000203,697761680048,457707017893,2142081.76,Wire Transfer,2025-02-01T02:14:20Z
TXN_000204,201016959945,172963726945,2274235.6,Wire Transfer,2024-04-22T19:09:18Z
TXN_000205,639787699126,228608548407,874986.29,Cash Deposit,2023-08-10T08:41:55Z
TXN_000206,554621158698,349925371258,1089807.29,ATM Withdrawal,2026-06-22T21:18:50Z
TXN_000207,456077746116,188618091706,1903480.2,ATM Withdrawal,2024-11-20T13:59:53Z
TXN_000208,342644074665,124760229468,527153.17,Hawala,2023-11-06T18:24:59Z
TXN_000209,528867543627,704123605871,1911971.17,Hawala,2025-01-17T21:56:34Z
TXN_000210,549821150470,173469759984,1525938.99,Hawala,2023-08-07T10:13:24Z
TXN_000211,985961406865,770469446328,75888.54,Crypto Off-ramp,2024-07-01T16:41:35Z
TXN_000212,106598057563,228753738683,812690.6,Hawala,2024-02-12T11:30:28Z
TXN_000213,465663385866,805676852121,2317715.57,Hawala,2024-01-02T00:53:39Z
TXN_000214,943976618396,916019518291,77681.06,Wire Transfer,2025-02-22T12:20:47Z
TXN_000215,819052631553,174603445189,1803336.15,Wire Transfer,2026-06-24T08:10:48Z
TXN_000216,411402863936,398935539836,636628.26,ATM Withdrawal,2025-03-21T20:19:38Z
TXN_000217,378469771979,991032224215,567450.86,Cash Deposit,2025-06-17T05:04:51Z
TXN_000218,118145484224,337144616692,651727.69,Cash Deposit,2025-02-11T14:39:52Z
TXN_000219,111035185213,554621158698,2169371.36,Wire Transfer,2026-01-26T13:41:19Z
TXN_000220,349044009729,991649259877,743991.52,Wire Transfer,2024-09-23T09:06:41Z
TXN_000221,827459100907,972922333083,1807058.81,Crypto Off-ramp,2023-05-28T11:26:16Z
TXN_000222,692551671655,684051680589,880986.77,Crypto Off-ramp,2023-10-21T19:28:39Z
TXN_000223,754733506838,381613218102,151743.84,Cash Deposit,2024-05-15T07:51:30Z
TXN_000224,909902871942,525226211418,481504.02,ATM Withdrawal,2023-07-05T21:22:20Z
TXN_000225,693172135835,843883977052,2137574.4,Cash Deposit,2024-12-20T18:59:43Z
TXN_000226,679342953237,554117410676,2486409.6,Wire Transfer,2026-03-06T16:18:20Z
TXN_000227,649844796841,762480563971,1413565.82,Hawala,2026-03-13T10:46:10Z
TXN_000228,635614187759,938878915271,1038131.88,Hawala,2025-04-07T03:11:29Z
TXN_000229,943305821081,127373867504,1598936.04,Wire Transfer,2025-07-10T20:31:24Z
TXN_000230,932138782905,153386489713,1894753.39,Hawala,2026-04-07T07:13:06Z
TXN_000231,610152175213,498650067049,796177.25,Crypto Off-ramp,2024-03-03T10:27:51Z
TXN_000232,921846864118,747201971892,875689.84,ATM Withdrawal,2025-10-07T09:48:34Z
TXN_000233,920485750127,832508598901,49409.12,Crypto Off-ramp,2023-10-23T15:20:27Z
TXN_000234,700251415691,732468652114,2080118.05,Hawala,2024-10-07T10:04:17Z
TXN_000235,411337155994,351702656792,937551.75,Hawala,2025-02-08T15:51:43Z
TXN_000236,939866188036,140899965934,249743.09,Crypto Off-ramp,2024-01-14T23:43:22Z
TXN_000237,513324968984,378329460257,154813.95,Wire Transfer,2025-08-02T02:53:30Z
TXN_000238,446854951322,944224837430,519279.06,Wire Transfer,2024-02-04T17:39:40Z
TXN_000239,516787799520,859652155913,2308634.01,Crypto Off-ramp,2023-12-04T00:39:44Z
TXN_000240,395852735525,555310459741,170269.24,Hawala,2024-09-18T23:04:13Z
TXN_000241,117063506144,637940784336,2356660.83,Crypto Off-ramp,2024-03-13T01:36:28Z
TXN_000242,345866676491,703285605914,1709043.75,ATM Withdrawal,2023-11-07T19:47:45Z
TXN_000243,834218912712,765490890695,1228799.78,Cash Deposit,2023-08-12T06:36:09Z
TXN_000244,273189253774,741092105305,45181.6,Hawala,2024-04-07T17:59:19Z
TXN_000245,118145484224,809354406363,2279501.28,ATM Withdrawal,2025-07-08T21:12:27Z
TXN_000246,985305458961,174603445189,1952376.47,ATM Withdrawal,2023-11-26T02:03:08Z
TXN_000247,332604838756,288960473204,669972.25,ATM Withdrawal,2025-12-09T15:19:17Z
TXN_000248,430900922106,174603445189,1191253.81,ATM Withdrawal,2023-11-02T01:22:53Z
TXN_000249,896163552047,204562043828,1554131.88,Cash Deposit,2024-08-28T03:56:37Z
TXN_000250,454197380790,127373867504,1855960.27,Cash Deposit,2023-08-21T07:47:12Z
TXN_000251,425078911396,659442187201,2078602.43,Crypto Off-ramp,2023-05-06T22:28:39Z
TXN_000252,952604350668,989400380840,1509829.23,Hawala,2024-09-28T03:14:28Z
TXN_000253,461946293714,281462113811,229095.1,Crypto Off-ramp,2023-04-12T10:58:52Z
TXN_000254,429686382354,745081748726,1033895.2,Crypto Off-ramp,2023-12-06T20:50:57Z
TXN_000255,198168548632,678628829101,305252.77,Crypto Off-ramp,2025-10-05T13:13:07Z
TXN_000256,610152175213,439404690412,1476329.18,Wire Transfer,2024-04-08T15:56:00Z
TXN_000257,693172135835,988171703415,1200463.33,Hawala,2023-02-07T11:16:58Z
TXN_000258,844318281380,740935847812,567809.34,Hawala,2024-11-18T06:39:28Z
TXN_000259,865684182938,985305458961,1497521.37,Crypto Off-ramp,2023-08-02T19:28:38Z
TXN_000260,612815827483,427050537850,380169.82,Cash Deposit,2024-01-16T02:36:40Z
TXN_000261,968658495736,503898503537,1647993.14,Wire Transfer,2026-03-16T04:22:41Z
TXN_000262,982531551438,975993074466,101288.48,Crypto Off-ramp,2025-07-04T18:26:19Z
TXN_000263,944224837430,672195443540,523447.11,Hawala,2025-09-20T12:02:16Z
TXN_000264,323965001607,242582798168,2188966.78,Crypto Off-ramp,2025-02-15T21:39:10Z
TXN_000265,179568939918,261947364074,1662477.56,Cash Deposit,2024-10-12T11:36:43Z
TXN_000266,975993074466,811020143735,190262.26,ATM Withdrawal,2024-12-06T00:02:31Z
TXN_000267,811780509695,937542986030,1855800.01,Hawala,2024-08-18T02:39:33Z
TXN_000268,109691407062,779421493691,1195959.4,Hawala,2024-05-25T02:05:22Z
TXN_000269,138636041735,449355199558,886396.74,ATM Withdrawal,2024-12-19T02:21:51Z
TXN_000270,866141809814,424666491554,753742.65,Crypto Off-ramp,2025-03-23T22:49:26Z
TXN_000271,106598057563,384734566310,96911.37,Cash Deposit,2024-11-27T11:40:16Z
TXN_000272,239166522247,225835850989,1895267.08,ATM Withdrawal,2023-09-12T06:57:53Z
TXN_000273,332604838756,344350808753,2133119.41,Crypto Off-ramp,2026-04-19T22:21:32Z
TXN_000274,273189253774,692383280443,2138413.7,Hawala,2026-02-09T16:00:49Z
TXN_000275,301959599224,880519032210,1115009.78,Hawala,2025-06-03T16:48:36Z
TXN_000276,501562887919,823926902828,2476639.42,Crypto Off-ramp,2023-12-27T21:41:24Z
TXN_000277,892955588347,218070197541,1135072.16,Crypto Off-ramp,2023-12-25T08:00:31Z
TXN_000278,256745702997,876432006248,579596.42,Cash Deposit,2023-07-18T23:22:37Z
TXN_000279,997224362940,791069205003,1010552.53,Wire Transfer,2026-05-12T20:29:05Z
TXN_000280,247649916530,358505791479,922625.06,Cash Deposit,2023-01-15T01:23:39Z
TXN_000281,116187961799,708002717560,290032.02,Hawala,2025-03-03T19:46:10Z
TXN_000282,154714692436,917447846195,1436401.62,Wire Transfer,2023-04-14T01:01:58Z
TXN_000283,535088657361,356359218189,2290597.18,ATM Withdrawal,2025-09-30T00:20:19Z
TXN_000284,654802816141,330075863164,2027323.3,Crypto Off-ramp,2025-07-16T18:51:04Z
TXN_000285,375924112559,837206702374,1211001.8,ATM Withdrawal,2025-10-17T02:48:03Z
TXN_000286,362595765001,391948851849,1702901.32,Wire Transfer,2025-03-13T08:07:15Z
TXN_000287,833795013957,220207332442,1038550.87,Wire Transfer,2024-10-05T10:48:03Z
TXN_000288,725606211721,239166522247,105134.4,Hawala,2025-05-07T22:03:57Z
TXN_000289,854329514569,654802816141,2226207.72,ATM Withdrawal,2023-02-10T14:14:50Z
TXN_000290,383050727000,918368477996,2264971.63,Hawala,2025-11-21T11:01:38Z
TXN_000291,169412101082,328634319398,2103175.34,Crypto Off-ramp,2023-05-10T13:12:46Z
TXN_000292,792570318101,411402863936,235753.46,Cash Deposit,2025-05-22T07:06:49Z
TXN_000293,189538395298,714677894531,1026044.52,Hawala,2024-09-18T16:43:48Z
TXN_000294,431228206518,330678874270,2036822.49,Cash Deposit,2023-12-06T06:15:51Z
TXN_000295,880519032210,246394927792,506756.55,ATM Withdrawal,2023-09-30T17:33:55Z
TXN_000296,737882406950,986429197802,666342.14,ATM Withdrawal,2025-06-16T18:07:46Z
TXN_000297,201212222063,208687734442,1937141.29,ATM Withdrawal,2023-05-01T16:16:18Z
TXN_000298,888459237999,391318937123,1916704.62,ATM Withdrawal,2025-05-16T12:51:30Z
TXN_000299,943305821081,610152175213,1113789.41,Cash Deposit,2023-09-18T04:11:18Z
TXN_000300,383175827127,279230618842,2096187.79,ATM Withdrawal,2025-05-08T19:58:49Z
TXN_000301,587273968867,407516430908,1699323.06,Crypto Off-ramp,2023-02-10T03:06:55Z
TXN_000302,313792447774,481498187599,1173838.82,Wire Transfer,2026-03-15T07:19:10Z
